# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9007064547652628,4.414086773965274,13.260064907173442,0,3.0,-0.19813560270643402,180.0,0.0,0.07765532500224777
 0.0850384804814401,1.9112645690422705,4.416574837482676,13.260064907173442,0.2551154414443203,3.0,-0.19813560270643402,-179.9933963091605,-3.4673789257662095,0.5512492576320142
 0.12097509072612875,1.9220791527459224,4.419098526300984,13.135459062147534,0.36292527217838627,3.0000000000000004,-0.1852889381158337,-179.9735862794413,-4.2512473560158135,1.176898714339336
 0.14902613705945306,1.9331479801736824,4.421657264579799,13.016207125589512,0.4470784111783592,3.000000000000001,-0.1736932686064452,-179.94057303907573,-4.755686362262097,1.9223556025451576
 0.17306499739174233,1.9444688256230156,4.424250476478715,12.901885845342921,0.5191949921752271,3.0000000000000036,-0.163198350039082,-179.89436180123715,-5.1019887665119725,2.7608866260833254
 0.194580527026394,1.9560394633913851,4.426877586157333,12.792113854841373,0.5837415810791822,3.0000000000000013,-0.15367525434492865,-179.83495986321574,-5.345193347513286,3.675112441065298
 0.21433046913390838,1.9678576677762565,4.429538017775246,12.686546595674516,0.6429914074017252,2.999999999999996,-0.14501291243115466,-179.7623766052661,-5.51650656531683,4.652661158688055
 0.23276145157927353,1.9799212130750927,4.432231195492055,12.58487196000942,0.6982843547378207,3.0000000000000013,-0.13711528514322313,-179.6766234891261,-5.635715439082236,5.6842197499160365
 0.2501621569127898,1.9922278735853587,4.434956543467356,12.486806536310402,0.7504864707383696,3.000000000000003,-0.12989903510720677,-179.57771405620684,-5.716240668021126,6.76250972109301
 0.2667314685106756,2.0047754236045185,4.437713485860747,12.392092363513454,0.8001944055320269,3.0,-0.12329160274761723,-179.46566392545432,-5.767601084513599,7.881686798104317
 0.28261298445739325,2.0175616374300365,4.440501446831823,12.300494114915443,0.8478389533721798,2.9999999999999964,-0.11722960883852517,-179.3404907908832,-5.7967644652760315,9.036961026055252
 0.29791418711856593,2.030584289359376,4.443319850540186,12.21179664705317,0.8937425613556979,2.9999999999999964,-0.11165752265702966,-179.2022144187824,-5.808951191643653,10.224342327512145
 0.31271785559325843,2.0438411536900025,4.446168121145429,12.125802859426408,0.9381535667797755,3.0000000000000075,-0.10652654674745557,-179.05085664459415,-5.808142189013673,11.440462529251514
 0.32708923915474636,2.05733000471938,4.449045682807151,12.042331820248432,0.9812677174642392,3.0,-0.10179367953846673,-178.88644136946544,-5.797415180053414,12.682446550590495
 0.34108076770432955,2.0710486167449718,4.4519519596849495,11.961217120242928,1.0232423031129887,2.999999999999992,-0.0974209251526627,-178.7089945564743,-5.779175494750842,13.947816574328643
 0.35473525827853136,2.084994764064243,4.454886375938423,11.882305422923194,1.064205774835594,2.999999999999988,-0.09337462309141631,-178.51854422652943,-5.755319195818941,15.23441912823149
 0.36808816467236505,2.0991662209746575,4.457848355727167,11.805455184434791,1.104264494017095,2.9999999999999916,-0.08962487999477126,-178.31512045394572,-5.727351128166215,16.54036854628005
 0.3811691967935811,2.11356076177368,4.46083732321078,11.730535520357764,1.1435075903807428,2.999999999999983,-0.08614508459722307,-178.09875536169508,-5.696472056435751,17.864002427572395
 0.3940035124118692,2.1281761607587737,4.463852702548858,11.657425200074709,1.1820105372356073,3.000000000000013,-0.08291149316075691,-177.86948311633375,-5.663644049469814,19.20384606615177
 0.4066126112815765,2.1430101922274036,4.466893917901,11.586011752292116,1.2198378338447293,3.000000000000009,-0.07990287375620249,-177.627339922607,-5.629640235539415,20.558583708519226
 0.4190150174244226,2.1580606304770336,4.469960393426803,11.516190667652847,1.2570450522732677,3.0000000000000044,-0.07710020033062649,-177.37236401773225,-5.595083125663159,21.92703508823825
 0.43122680763199706,2.1733252498051283,4.473051553285863,11.447864686328309,1.293680422895991,3.0,-0.07448638867537109,-177.10459566536056,-5.560474438057828,23.308136094218042
 0.44326202636453527,2.188801824509152,4.47616682163778,11.380943160209595,1.3297860790936058,3.0000000000000093,-0.07204606850760734,-176.82407714921888,-5.526218520663138,24.70092271594206
 0.45513301540240003,2.204488128886568,4.479305622642149,11.315341480729959,1.3653990462072,3.0,-0.06976538475002825,-176.5308527664328,-5.492640888910661,26.104517613747113
 0.46685067862174373,2.2203819372348415,4.482467380458568,11.250980564608906,1.4005520358652312,3.000000000000005,-0.06763182586566356,-176.22496882053147,-5.460003014274347,27.518118811976894
 0.4784246967649079,2.2364810238514363,4.485651519246636,11.187786390659964,1.4352740902947236,2.9999999999999902,-0.06563407361013066,-175.9064736141359,-5.428514172967583,28.94099012343902
 0.4898637032188204,2.2527831630338166,4.488857463165949,11.125689582000232,1.4695911096564611,3.0,-0.06376187183982694,-175.57541744133127,-5.398341017042878,30.3724529966678
 0.5011754290660522,2.269286129079447,4.492084636376103,11.064625028385578,1.5035262871981563,2.9999999999999853,-0.062005911409947184,-175.23185257972503,-5.36961532270606,31.81187954066017
 0.5123668236857379,2.2859876962857912,4.495332463036697,11.004531544353263,1.5371004710572136,3.0,-0.06035773018633371,-174.8758332821916,-5.3424403068934305,33.258686530196755
 0.523444155725056,2.3028856389503134,4.498600367307329,10.945351559173567,1.5703324671751675,2.99999999999998,-0.058809623300513,-174.507415768305,-5.316895786095028,34.71233023251679
