# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 2.3392181058591333,6.625823492931909,3.1753941850431304,5.931130216889329,0.6233865925068617,-2.999999999999951,1.563765691837636,25.97617294968768,55.933926058704124,-64.94411653593956
 2.34598787763286,6.6299497845416235,3.1758504455444285,6.309790130715275,0.6030772771856803,-3.000000000000082,1.7612247466963094,25.536516102693042,60.950076961678135,-63.419531346503064
 2.352737697474678,6.633924601160315,3.176318869713653,6.721192169551523,0.5828278176602278,-2.999999999999918,1.9897297082966239,25.10844569165164,66.55262828229985,-61.8872810326505
 2.359466323629516,6.637748193087289,3.176799800065641,7.16899992488502,0.5626419391957138,-2.9999999999999836,2.2553917083480335,24.692029313843534,72.83392025601758,-60.34774103239085
 2.3661724004548947,6.641420810621845,3.17729357911523,7.65742978961539,0.542523708719577,-3.0000000000000497,2.565783197956831,24.287332726242255,79.90461903329707,-58.801262836445005
 2.372854448971522,6.644942704063292,3.177800549377256,8.191356330698497,0.5224775631696948,-3.0000000000000666,2.930350853113506,23.89441983513018,87.89807745639143,-57.24815852236406
 2.3795108578230595,6.64831412371093,3.178321053366557,8.77644187151235,0.5025083366150827,-2.99999999999995,3.3609630377469513,23.513352686007693,96.97588695826049,-55.688678738112536
 2.38613987543629,6.651535319864065,3.178855433597969,9.419296734217323,0.482621283775391,-2.9999999999999583,3.872641230202849,23.1441914537952,107.3349758119645,-54.122981354283176
 2.3927396046368403,6.654606542822001,3.17940403258633,10.127678508323893,0.4628220961737411,-2.999999999999899,4.48454471696102,22.786994433330506,119.21671474332182,-52.551086752167635
 2.399308001686253,6.65752804288404,3.1799671928464757,10.910741225684589,0.44311690502550316,-3.0000000000000253,5.221306231550172,22.441818030164143,132.91862110921565,-50.97281386725811
 2.4058428827971956,6.660300070349488,3.1805452568932435,11.779348612063751,0.42351226169267503,-3.0000000000000084,6.114856580911305,22.1087167516514,148.80940105906825,-49.387688356626924
 2.4123419428663357,6.662922875517649,3.1811385672414705,12.746469848399403,0.404015081485255,-2.99999999999994,7.2069333422527695,21.78774319834571,167.34821372184336,-47.794810158904745
 2.418802793775193,6.665396708687825,3.1817474664059935,13.827681707119817,0.3846325287586836,-2.999999999999931,8.552547988315407,21.478948055691887,189.10911976661873,-46.19266158981125
 2.425223033689117,6.667721820159322,3.18237229690165,15.041807625932526,0.3653718090169116,-2.9999999999999307,10.224792403974424,21.18238008602259,214.81154003440898,-44.578827998285306
 2.431600365214638,6.669898460231442,3.183013401243276,16.411732032239655,0.3462398144403484,-3.000000000000078,12.321499715311571,20.898086120858352,245.3568613478533,-42.94958956463621
 2.4379327905091186,6.6719268792034905,3.1836711219457086,17.96543602721315,0.32724253855690616,-3.0000000000001052,14.974418095812677,20.626111053511693,281.86935493139,-41.29932343345542
 2.4442189279062907,6.67380732737477,3.184345801523785,19.73730552036414,0.3083841263653892,-3.000000000000106,18.36164304102272,20.366497831998743,325.7347784016682,-39.619628633529835
 2.450458521468078,6.675540055044586,3.1850377824923424,21.76975814652935,0.28966534568002733,-3.000000000000062,22.723892563914593,20.11928745225657,378.6192743943468,-37.898052696103264
 2.4566532592945594,6.677125312512239,3.1857474073662173,24.11520528745499,0.27108113220058344,-2.9999999999999014,28.38431778593699,19.88451895167003,442.4283519895396,-36.116265951016274
 2.4628080912770454,6.678563350077037,3.1864750186602464,26.83827745823879,0.25261663625312486,-3.00000000000009,35.76879912496496,19.662229402906746,519.1199392727048,-34.247523576529765
 2.468933366127196,6.679854418038283,3.187220958889267,30.01802976647758,0.23424081170267322,-2.9999999999999862,45.41673779107362,19.45245390806349,610.2005888485278,-32.25334860511384
 2.4750483378579027,6.68099876669528,3.187985570568116,33.74938911734694,0.2158958965105533,-2.9999999999999503,57.95704772489412,19.25522559312259,715.5977153629277,-30.079725436795417
 2.4811870238904357,6.681996646347332,3.1887691962116307,38.142218817557854,0.1974798384129538,-3.0000000000000906,73.9955978232844,19.070575602721306,831.449001607032,-27.654008781271866
 2.4874082740841534,6.682848307293743,3.1895721783346476,43.31487107987205,0.17881608783180103,-2.9999999999999107,93.82273235708688,18.898533095233745,948.168130606563,-24.932155603222533
 2.493801939341363,6.683553999833817,3.1903948594520033,49.37714071452443,0.16023349344994098,-2.9064071443068684,116.84621583217643,18.739125238166082,1062.1241144846992,-22.204465386738537
 2.5004108818105086,6.684113974266857,3.1912375820785353,56.39665788224622,0.14595972918655012,-2.159765246864944,140.81702242050292,18.592377203866988,1172.0642567836378,-19.763361407482787
 2.507194395786226,6.684528480892169,3.19210068872908,64.347372148577,0.13633657451018363,-1.4186091030126604,161.39738675916564,18.458312165552172,1262.729162779322,-17.599239483182437
 2.5140901978476067,6.684797770009055,3.192984521918475,73.05490251223594,0.13163713373304886,-0.6814929917222652,173.12684709197748,18.336951293645313,1316.5388600506235,-15.678552968113797
 2.5210192519147343,6.68492209191682,3.193889424161557,82.17727145500128,0.13200705927446169,0.05338759631964793,172.15789426231862,18.22831375243493,1320.8049788335975,-13.943298417009736
 2.527896896824757,6.684901696914767,3.1948157379731623,91.26129909480858,0.13742770182938044,0.7881538849177088,158.84468465432877,18.132416697048257,1274.6737221794706,-12.318248987199192
 2.534646348503545,6.684736835302202,3.1957638058681286,99.86464778888009,0.14771997026296022,1.5249043808885459,137.4810472297954,18.049275270741873,1189.522408834837,-10.723307838576488
 2.5412089380785505,6.684427757378425,3.1967339703612923,107.67099514833495,0.16258691977714732,2.2654090042153485,113.48802755112378,17.978902602510857,988.2040588927655,-8.294122542837378
 2.5481527464438156,6.683974713442744,3.1977265739674907,114.53289475906345,0.15168018557879945,-1.5707135947049546,90.89420075661691,17.92130980501537,697.4076072700958,-5.286521767800647
 2.5566278524128467,6.68337795379446,3.198741959201561,120.44349813428596,0.1262548676717055,-3.000000000000072,71.65002770295523,17.87650597282567,429.105302542363,-2.7268295897021475
 2.5683659500043645,6.682637728732879,3.1997804685783393,125.48037805256597,0.09104057489715223,-2.999999999999993,56.17095376656852,17.844498180986307,140.90843445294547,-0.6329056173938686
